msoa21_code,osm_id,travel_time_mins
W02000021,9861438789,14.333333333333334
W02000021,9661534033,47.016666666666666
W02000021,3756475301,54.5
W02000021,12164152578,152.03333333333333
W02000021,8949714381,72.13333333333334
W02000021,8949714382,72.13333333333334
W02000021,4057371703,69.63333333333334
W02000021,9661534046,47.016666666666666
W02000021,9661534044,47.016666666666666
W02000021,3756475300,54.5
W02000021,1499323303,132.8
W02000021,2104980561,54.5
W02000021,4056976386,69.63333333333334
W02000021,9395545137,28.616666666666667
W02000021,10882086207,37.55
W02000021,670405471,139.2
W02000021,4057371701,69.63333333333334
W02000021,1499323416,132.8
W02000021,1499323374,132.8
W02000021,9861340664,16.983333333333334
W02000021,9861340665,16.983333333333334
W02000021,4003093389,151.86666666666667
W02000021,9661534041,47.016666666666666
W02000021,10882086206,37.55
W02000021,2261812640,28.616666666666667
W02000021,9661534045,47.016666666666666
W02000021,9661534038,47.016666666666666
W02000021,2348026176,14.333333333333334
W02000021,8949714310,72.13333333333334
W02000021,2261812618,28.616666666666667
W02000021,8026554264,91.3
W02000021,4575260544,97.26666666666667
W02000021,9661534042,47.016666666666666
W02000021,1543126536,143
W02000021,9661534043,47.016666666666666
W02000021,10882086205,37.55
W02000021,1543126535,143
W02000021,12136023364,148.61666666666667
W02000021,1499323358,132.8
W02000021,1499323319,132.8
W02000021,4057371702,69.63333333333334
W02000019,2901741427,111.78333333333333
W02000019,12136023366,86.06666666666666
W02000019,9661534034,6.416666666666667
W02000019,9878971231,46.95
W02000019,460674886,43.833333333333336
W02000019,4057371699,46
W02000019,2284615375,111.95
W02000019,12136023368,86.06666666666666
W02000019,9661534040,6.416666666666667
W02000019,4575260542,43.86666666666667
W02000019,1674001369,80.45
W02000019,8949714378,33.05
W02000019,1543126537,80.91666666666667
W02000019,4057371714,46
W02000019,1499323393,92.71666666666667
W02000019,6456628221,8.683333333333334
W02000019,9861340666,46.95
W02000019,12136023365,86.06666666666666
W02000019,3756475289,15.183333333333334
W02000019,2348026187,44.416666666666664
W02000019,12164152579,111.78333333333333
W02000019,1543126518,80.45
W02000019,9861340663,46.95
W02000019,7934889978,86.06666666666666
W02000019,2348026178,44.416666666666664
W02000019,8949714311,33.05
W02000019,8949714379,33.05
W02000019,4057371700,46
W02000019,8949714380,33.05
W02000019,2348026182,44.416666666666664
W02000019,10882086208,17.783333333333335
W02000019,434568876,61.7
W02000019,8949714386,33.05
W02000019,9861438789,44.416666666666664
W02000019,9661534033,6.416666666666667
W02000019,3756475301,15.183333333333334
W02000019,12164152578,111.95
W02000019,8949714381,33.05
W02000019,8949714382,33.05
W02000019,4057371703,46
W02000019,9661534046,6.416666666666667
W02000019,9661534044,6.416666666666667
W02000019,3756475300,15.183333333333334
W02000019,1499323303,92.71666666666667
W02000019,2104980561,15.183333333333334
W02000019,4056976386,46
W02000019,10882086207,17.783333333333335
W02000019,670405471,76.65
W02000019,4057371701,46
W02000019,1499323416,92.71666666666667
W02000019,1499323374,92.71666666666667
W02000019,9861340664,46.95
W02000019,9861340665,46.95
W02000019,4003093389,111.78333333333333
W02000019,9661534041,6.416666666666667
W02000019,10882086206,17.783333333333335
W02000019,9661534045,6.416666666666667
W02000019,9661534038,6.416666666666667
W02000019,2348026176,44.416666666666664
W02000019,8949714310,33.05
W02000019,8026554264,28.75
W02000019,4575260544,43.86666666666667
W02000019,9661534042,6.416666666666667
W02000019,1543126536,80.45
W02000019,9661534043,6.416666666666667
W02000019,10882086205,17.783333333333335
W02000019,1543126535,80.45
W02000019,12136023364,86.06666666666666
W02000019,1499323358,92.71666666666667
W02000019,1499323319,92.71666666666667
W02000019,4057371702,46
W02000014,11955866500,117.65
W02000014,5385712988,97.18333333333334
W02000014,5819052305,103.81666666666666
W02000014,2776779940,128.36666666666667
W02000014,8846897228,124.61666666666666
W02000014,5111351840,109.15
W02000014,1704856019,109.78333333333333
W02000014,12136023366,34.63333333333333
W02000014,5111351845,108.68333333333334
W02000014,5013069801,98.78333333333333
W02000014,9661534034,75.36666666666666
W02000014,5893636179,114.73333333333333
W02000014,9878971231,102.83333333333333
W02000014,5111351843,108.68333333333334
W02000014,4986493799,128.36666666666667
W02000014,460674886,99.71666666666667
W02000014,7392298962,94.83333333333333
W02000014,2776779938,128.36666666666667
W02000014,4057371699,27.066666666666666
W02000014,5111351839,109.15
W02000014,4986493798,128.36666666666667
W02000014,12136023368,34.63333333333333
W02000014,7392643151,94.83333333333333
W02000014,5385712989,97.18333333333334
W02000014,7398275116,92.21666666666667
W02000014,7398275115,92.21666666666667
W02000014,5819052314,104.11666666666666
W02000014,9661534040,75.36666666666666
W02000014,8846897231,124.61666666666666
W02000014,4575260542,116.33333333333333
W02000014,8846897239,124.61666666666666
W02000014,1674001369,29.483333333333334
W02000014,1543126537,29.95
W02000014,7514743442,110.1
W02000014,5994192605,99.21666666666667
W02000014,1809230047,111.35
W02000014,4057371714,27.066666666666666
W02000014,10916919237,108.31666666666666
W02000014,1684812987,92.21666666666667
W02000014,7392298963,94.83333333333333
W02000014,2304141550,104.11666666666666
W02000014,1704856017,109.78333333333333
W02000014,2800174651,104.2
W02000014,7398275108,92.21666666666667
W02000014,5168093460,105.15
W02000014,5111351835,109.65
W02000014,6456628221,77.55
W02000014,6152458879,124.61666666666666
W02000014,7899569540,109.78333333333333
W02000014,9861340666,102.83333333333333
W02000014,6516082543,111.18333333333334
W02000014,3338503354,119.5
W02000014,5013069804,98.78333333333333
W02000014,8846897234,124.61666666666666
W02000014,12136023365,34.63333333333333
W02000014,3293316202,98.78333333333333
W02000014,1809230050,111.35
W02000014,2453964245,111.75
W02000014,1809230049,111.35
W02000014,6516082552,111.18333333333334
W02000014,3756475289,84.28333333333333
W02000014,5168093462,105.15
W02000014,2348026187,100.45
W02000014,11955866504,117.65
W02000014,1543126518,29.483333333333334
W02000014,1809230048,111.35
W02000014,3377278099,126.66666666666667
W02000014,9861340663,102.83333333333333
W02000014,6167189542,118.26666666666667
W02000014,7934889978,34.63333333333333
W02000014,11955866499,117.65
W02000014,2800174658,102.83333333333333
W02000014,2348026178,100.45
W02000014,3293439219,97.18333333333334
W02000014,4057371700,27.066666666666666
W02000014,2803356945,120.26666666666667
W02000014,11955866501,117.65
W02000014,4994699490,120.43333333333334
W02000014,8846897227,124.61666666666666
W02000014,2776779939,128.36666666666667
W02000014,2348026182,100.45
W02000014,5168093481,102.83333333333333
W02000014,2776779926,128.36666666666667
W02000014,5111351844,108.68333333333334
W02000014,1710479801,118.48333333333333
W02000014,4622383421,107.46666666666667
W02000014,5111351861,109.15
W02000014,4622383416,107.46666666666667
W02000014,6516082550,111.18333333333334
W02000014,6516082553,111.18333333333334
W02000014,4622383420,107.46666666666667
W02000014,460019655,129.45
W02000014,5910047410,111.18333333333334
W02000014,5819052312,103.81666666666666
W02000014,1684812989,92.21666666666667
W02000014,1108475845,16.45
W02000014,5897067724,106.75
W02000014,5168093457,104.2
W02000014,7392298957,94.83333333333333
W02000014,581960612,71.66666666666667
W02000014,5894964738,108.76666666666667
W02000014,4234210355,85.91666666666667
W02000014,9861438789,100.45
W02000014,9661534033,75.36666666666666
W02000014,1108476093,16.45
W02000014,3756475301,84.28333333333333
W02000014,11955866505,117.65
W02000014,10916927039,107.46666666666667
W02000014,2304141558,103.81666666666666
W02000014,3338503353,120.43333333333334
W02000014,7241138273,109.78333333333333
W02000014,3306591372,104.1
W02000014,6260692984,117.91666666666667
W02000014,7398275113,92.21666666666667
W02000014,5168093480,102.83333333333333
W02000014,7392298960,94.83333333333333
W02000014,5111351841,109.15
W02000014,11955866498,117.65
W02000014,5268895069,105.63333333333334
W02000014,4994699479,119.5
W02000014,5010381321,98.78333333333333
W02000014,1108475967,16.45
W02000014,4057371703,27.066666666666666
W02000014,8846897240,124.61666666666666
W02000014,7392298961,94.83333333333333
W02000014,298790489,112.91666666666667
W02000014,1704856015,109.78333333333333
W02000014,7392298959,94.83333333333333
W02000014,9661534046,75.36666666666666
W02000014,9661534044,75.36666666666666
W02000014,3756475300,84.28333333333333
W02000014,5819052310,103.81666666666666
W02000014,3293355976,99.08333333333333
W02000014,8846897235,124.61666666666666
W02000014,298686645,110.08333333333333
W02000014,7392643152,94.83333333333333
W02000014,5168093459,105.15
W02000014,10916927037,107.46666666666667
W02000014,3293316201,98.78333333333333
W02000014,5939219650,80.71666666666667
W02000014,4622383415,108.31666666666666
W02000014,7398275112,92.21666666666667
W02000014,8846897230,124.61666666666666
W02000014,7392298958,94.83333333333333
W02000014,2800174650,102.83333333333333
W02000014,2104980561,84.28333333333333
W02000014,5111351838,108.68333333333334
W02000014,4056976386,27.066666666666666
W02000014,5385712985,97.18333333333334
W02000014,7899569539,109.78333333333333
W02000014,8846897268,124.61666666666666
W02000014,6260692983,117.91666666666667
W02000014,7241138274,109.78333333333333
W02000014,5819052313,103.81666666666666
W02000014,1704855969,109.78333333333333
W02000014,670405471,28.683333333333334
W02000014,6855802918,116.93333333333334
W02000014,4234210301,102
W02000014,7392298964,94.83333333333333
W02000014,8846897237,124.61666666666666
W02000014,8846897229,124.61666666666666
W02000014,11955866503,117.65
W02000014,5385712990,97.18333333333334
W02000014,8846897238,124.61666666666666
W02000014,4057371701,27.066666666666666
W02000014,5168093479,102.83333333333333
W02000014,9861340664,102.83333333333333
W02000014,9861340665,102.83333333333333
W02000014,1705479061,104.1
W02000014,11955866502,117.65
W02000014,4994699480,119.5
W02000014,1705479042,104.1
W02000014,298816066,111.18333333333334
W02000014,9661534041,75.36666666666666
W02000014,9661534045,75.36666666666666
W02000014,9661534038,75.36666666666666
W02000014,5385337181,97.18333333333334
W02000014,2348026176,100.45
W02000014,5111351862,108.68333333333334
W02000014,2377231583,86.11666666666666
W02000014,5168093456,105.15
W02000014,8846897236,124.61666666666666
W02000014,4622383413,108.31666666666666
W02000014,8026554264,48.25
W02000014,4575260544,116.33333333333333
W02000014,9661534042,75.36666666666666
W02000014,5275084933,111.9
W02000014,1704856026,109.78333333333333
W02000014,8846897233,124.61666666666666
W02000014,1543126536,29.483333333333334
W02000014,9661534043,75.36666666666666
W02000014,8846897232,124.61666666666666
W02000014,5111351842,109.65
W02000014,4986493787,128.36666666666667
W02000014,1543126535,29.483333333333334
W02000014,1108475882,16.45
W02000014,1705479064,104.1
W02000014,4234210350,102
W02000014,12136023364,34.63333333333333
W02000014,2803356944,117.91666666666667
W02000014,4622383414,108.31666666666666
W02000014,7241138272,109.78333333333333
W02000014,10916919238,107.46666666666667
W02000014,4057371702,27.066666666666666
W02000014,5819052311,103.81666666666666
W02000014,1705479056,104.1
W02000014,6516082557,111.18333333333334
W02000014,4328507322,96.35
W02000014,5168093461,105.15
W02000014,603763122,70.01666666666667
W02000014,7899569541,109.78333333333333
W02000014,298676027,105.43333333333334
W02000014,5819052302,104.11666666666666
W02000014,4986493786,129.43333333333334
W02000015,11955866500,109.13333333333334
W02000015,5385712988,88.66666666666667
W02000015,5819052305,95.3
W02000015,2776779940,119.85
W02000015,8846897228,116.1
W02000015,5111351840,100.63333333333334
W02000015,1704856019,101.26666666666667
W02000015,12136023366,47.333333333333336
W02000015,5111351845,100.16666666666667
W02000015,5013069801,90.26666666666667
W02000015,9661534034,55.18333333333333
W02000015,5893636179,106.21666666666667
W02000015,9878971231,62.6
W02000015,5111351843,100.16666666666667
W02000015,4986493799,119.85
W02000015,460674886,59.483333333333334
W02000015,7392298962,72.06666666666666
W02000015,2776779938,119.85
W02000015,4057371699,5.15
W02000015,5111351839,100.63333333333334
W02000015,4986493798,119.85
W02000015,12136023368,47.333333333333336
W02000015,7392643151,72.06666666666666
W02000015,5385712989,88.66666666666667
W02000015,7398275116,69.38333333333334
W02000015,7398275115,69.38333333333334
W02000015,5819052314,95.6
W02000015,9661534040,55.18333333333333
W02000015,8846897231,116.1
W02000015,4575260542,114.06666666666666
W02000015,8846897239,116.1
W02000015,1674001369,41.71666666666667
W02000015,8949714378,116.66666666666667
W02000015,1543126537,42.18333333333333
W02000015,7514743442,101.58333333333333
W02000015,5994192605,90.7
W02000015,1809230047,102.83333333333333
W02000015,4057371714,5.15
W02000015,10916919237,99.8
W02000015,7406363550,170.91666666666666
W02000015,1684812987,69.38333333333334
W02000015,7392298963,72.06666666666666
W02000015,2304141550,95.6
W02000015,1704856017,101.26666666666667
W02000015,2800174651,95.68333333333334
W02000015,7398275108,69.38333333333334
W02000015,5168093460,96.63333333333334
W02000015,5111351835,101.13333333333334
W02000015,6456628221,57.36666666666667
W02000015,6152458879,116.1
W02000015,7899569540,101.26666666666667
W02000015,9861340666,62.6
W02000015,6516082543,102.66666666666667
W02000015,3338503354,110.98333333333333
W02000015,5013069804,90.26666666666667
W02000015,8846897234,116.1
W02000015,12136023365,47.333333333333336
W02000015,3293316202,90.26666666666667
W02000015,1809230050,102.83333333333333
W02000015,2453964245,103.23333333333333
W02000015,1809230049,102.83333333333333
W02000015,6516082552,102.66666666666667
W02000015,3756475289,64.1
W02000015,5168093462,96.63333333333334
W02000015,2348026187,60.21666666666667
W02000015,11955866504,109.13333333333334
W02000015,1543126518,41.71666666666667
W02000015,1809230048,102.83333333333333
W02000015,3377278099,124.4
W02000015,9861340663,62.6
W02000015,6167189542,78.03333333333333
W02000015,7934889978,47.333333333333336
W02000015,11955866499,109.13333333333334
W02000015,2800174658,94.31666666666666
W02000015,2348026178,60.21666666666667
W02000015,8949714311,116.66666666666667
W02000015,3293439219,88.66666666666667
W02000015,8949714379,116.66666666666667
W02000015,4057371700,5.15
W02000015,2803356945,111.75
W02000015,11955866501,109.13333333333334
W02000015,8949714380,116.66666666666667
W02000015,4994699490,111.91666666666667
W02000015,8846897227,116.1
W02000015,2776779939,119.85
W02000015,2348026182,60.21666666666667
W02000015,5070002087,172.03333333333333
W02000015,5168093481,94.31666666666666
W02000015,2776779926,119.85
W02000015,10882086208,80.4
W02000015,5111351844,100.16666666666667
W02000015,1710479801,109.96666666666667
W02000015,4622383421,98.95
W02000015,5111351861,100.63333333333334
W02000015,4622383416,98.95
W02000015,6516082550,102.66666666666667
W02000015,6516082553,102.66666666666667
W02000015,4622383420,98.95
W02000015,460019655,89.21666666666667
W02000015,5910047410,102.66666666666667
W02000015,5819052312,95.3
W02000015,8949714386,116.66666666666667
W02000015,1684812989,69.38333333333334
W02000015,1108475845,24.416666666666668
W02000015,5897067724,98.23333333333333
W02000015,5168093457,95.68333333333334
W02000015,7392298957,72.06666666666666
W02000015,581960612,71.76666666666667
W02000015,5894964738,100.25
W02000015,4234210355,77.4
W02000015,9861438789,60.21666666666667
W02000015,9661534033,55.18333333333333
W02000015,1108476093,24.416666666666668
W02000015,3756475301,64.1
W02000015,11955866505,109.13333333333334
W02000015,10916927039,98.95
W02000015,2304141558,95.3
W02000015,3338503353,111.91666666666667
W02000015,7241138273,101.26666666666667
W02000015,3306591372,95.58333333333333
W02000015,6260692984,109.4
W02000015,8949714381,116.66666666666667
W02000015,7398275113,69.38333333333334
W02000015,5168093480,94.31666666666666
W02000015,7392298960,72.06666666666666
W02000015,5111351841,100.63333333333334
W02000015,11955866498,109.13333333333334
W02000015,5268895069,97.11666666666666
W02000015,4994699479,110.98333333333333
W02000015,8949714382,116.66666666666667
W02000015,5010381321,90.26666666666667
W02000015,1108475967,24.416666666666668
W02000015,4057371703,5.15
W02000015,8846897240,116.1
W02000015,7392298961,72.06666666666666
W02000015,298790489,104.4
W02000015,1704856015,101.26666666666667
W02000015,7392298959,72.06666666666666
W02000015,9661534046,55.18333333333333
W02000015,9661534044,55.18333333333333
W02000015,3756475300,64.1
W02000015,5819052310,95.3
W02000015,3293355976,90.56666666666666
W02000015,8846897235,116.1
W02000015,298686645,101.56666666666666
W02000015,7392643152,72.06666666666666
W02000015,5168093459,96.63333333333334
W02000015,10916927037,98.95
W02000015,3293316201,90.26666666666667
W02000015,5939219650,72.2
W02000015,4622383415,99.8
W02000015,7398275112,69.38333333333334
W02000015,8846897230,116.1
W02000015,7392298958,72.06666666666666
W02000015,2800174650,94.31666666666666
W02000015,2104980561,64.1
W02000015,5111351838,100.16666666666667
W02000015,4056976386,5.15
W02000015,5385712985,88.66666666666667
W02000015,7899569539,101.26666666666667
W02000015,8846897268,116.1
W02000015,6260692983,109.4
W02000015,7241138274,101.26666666666667
W02000015,5819052313,95.3
W02000015,10882086207,80.4
W02000015,1704855969,101.26666666666667
W02000015,670405471,37.916666666666664
W02000015,6855802918,108.41666666666667
W02000015,4234210301,93.48333333333333
W02000015,7392298964,72.06666666666666
W02000015,8846897237,116.1
W02000015,8846897229,116.1
W02000015,11955866503,109.13333333333334
W02000015,5385712990,88.66666666666667
W02000015,8846897238,116.1
W02000015,4057371701,5.15
W02000015,5168093479,94.31666666666666
W02000015,9861340664,62.6
W02000015,9861340665,62.6
W02000015,1705479061,95.58333333333333
W02000015,11955866502,109.13333333333334
W02000015,4994699480,110.98333333333333
W02000015,1705479042,95.58333333333333
W02000015,298816066,102.66666666666667
W02000015,9661534041,55.18333333333333
W02000015,10882086206,80.4
W02000015,9661534045,55.18333333333333
W02000015,9661534038,55.18333333333333
W02000015,5385337181,88.66666666666667
W02000015,2348026176,60.21666666666667
W02000015,5111351862,100.16666666666667
W02000015,2377231583,77.6
W02000015,5168093456,96.63333333333334
W02000015,8846897236,116.1
W02000015,4622383413,99.8
W02000015,8949714310,116.66666666666667
W02000015,8026554264,28.066666666666666
W02000015,4575260544,114.06666666666666
W02000015,9661534042,55.18333333333333
W02000015,5275084933,103.38333333333334
W02000015,1704856026,101.26666666666667
W02000015,8846897233,116.1
W02000015,1543126536,41.71666666666667
W02000015,9661534043,55.18333333333333
W02000015,9272540363,170.91666666666666
W02000015,10882086205,80.4
W02000015,8846897232,116.1
W02000015,5111351842,101.13333333333334
W02000015,4986493787,119.85
W02000015,1543126535,41.71666666666667
W02000015,1108475882,24.416666666666668
W02000015,1705479064,95.58333333333333
W02000015,4234210350,93.48333333333333
W02000015,12136023364,47.333333333333336
W02000015,2803356944,109.4
W02000015,4622383414,99.8
W02000015,7241138272,101.26666666666667
W02000015,10916919238,98.95
W02000015,4057371702,5.15
W02000015,5819052311,95.3
W02000015,1705479056,95.58333333333333
W02000015,6516082557,102.66666666666667
W02000015,4328507322,87.83333333333333
W02000015,5168093461,96.63333333333334
W02000015,603763122,70.11666666666666
W02000015,7899569541,101.26666666666667
W02000015,298676027,96.91666666666667
W02000015,5819052302,95.6
W02000015,4986493786,120.91666666666667
W02000016,11955866500,119.78333333333333
W02000016,5385712988,99.31666666666666
W02000016,5819052305,105.95
W02000016,2776779940,130.5
W02000016,8846897228,126.75
W02000016,5111351840,111.28333333333333
W02000016,1704856019,111.91666666666667
W02000016,12136023366,62.06666666666667
W02000016,5111351845,110.81666666666666
W02000016,5013069801,100.91666666666667
W02000016,9661534034,55.68333333333333
W02000016,5893636179,116.86666666666666
W02000016,9878971231,62.583333333333336
W02000016,5111351843,110.81666666666666
W02000016,4986493799,130.5
W02000016,460674886,59.46666666666667
W02000016,7392298962,96.96666666666667
W02000016,2776779938,130.5
W02000016,4057371699,20.333333333333332
W02000016,5111351839,111.28333333333333
W02000016,4986493798,130.5
W02000016,12136023368,62.06666666666667
W02000016,7392643151,96.96666666666667
W02000016,5385712989,99.31666666666666
W02000016,7398275116,94.35
W02000016,7398275115,94.35
W02000016,5819052314,106.25
W02000016,9661534040,55.68333333333333
W02000016,8846897231,126.75
W02000016,4575260542,117.13333333333334
W02000016,8846897239,126.75
W02000016,1674001369,56.45
W02000016,8949714378,117.16666666666667
W02000016,1543126537,56.916666666666664
W02000016,7514743442,112.23333333333333
W02000016,5994192605,101.35
W02000016,1809230047,113.48333333333333
W02000016,4057371714,20.333333333333332
W02000016,10916919237,110.45
W02000016,1684812987,94.35
W02000016,7392298963,96.96666666666667
W02000016,2304141550,106.25
W02000016,1704856017,111.91666666666667
W02000016,2800174651,106.33333333333333
W02000016,7398275108,94.35
W02000016,5168093460,107.28333333333333
W02000016,5111351835,111.78333333333333
W02000016,6456628221,57.86666666666667
W02000016,6152458879,126.75
W02000016,7899569540,111.91666666666667
W02000016,9861340666,62.583333333333336
W02000016,6516082543,113.31666666666666
W02000016,3338503354,121.63333333333334
W02000016,5013069804,100.91666666666667
W02000016,8846897234,126.75
W02000016,12136023365,62.06666666666667
W02000016,3293316202,100.91666666666667
W02000016,1809230050,113.48333333333333
W02000016,2453964245,113.88333333333334
W02000016,1809230049,113.48333333333333
W02000016,6516082552,113.31666666666666
W02000016,3756475289,64.6
W02000016,5168093462,107.28333333333333
W02000016,2348026187,60.2
W02000016,11955866504,119.78333333333333
W02000016,1543126518,56.45
W02000016,1809230048,113.48333333333333
W02000016,3377278099,152.96666666666667
W02000016,9861340663,62.583333333333336
W02000016,6167189542,78.01666666666667
W02000016,7934889978,62.06666666666667
W02000016,11955866499,119.78333333333333
W02000016,2800174658,104.96666666666667
W02000016,2348026178,60.2
W02000016,8949714311,117.16666666666667
W02000016,3293439219,99.31666666666666
W02000016,8949714379,117.16666666666667
